customer_id,customer_unique_id,customer_zip_code,customer_city,customer_state,signup_date,gender,age
CUST00121,UNQ00121,184336.0,yamunanagar,Haryana,2023-12-13,Male,28
CUST00122,UNQ00122,525744.0,KHORA ,Tamil Nadu,2023-12-27,MALE,31
CUST00123,UNQ00123,238111.0,Parbhani,Goa,2024-05-14,Male,29
CUST00124,UNQ00124,457620.0,Raurkela Industrial Township,Gujarat,2025-04-17,FEMALE,24
CUST00125,UNQ00125,,Ratlam,Uttar Pradesh,2023-07-29,Female,53
CUST00126,UNQ00126,368049.0,Buxar,Punjab,2026-05-19,female,49
CUST00127,UNQ00127,293441.0,Dindigul,Andhra Pradesh,2023-08-19,Female,60
CUST00128,UNQ00128,178527.0, Tiruppur ,Arunachal Pradesh,2025-02-22,male,60
CUST00129,UNQ00129,573412.0,Bhiwani,Jharkhand,2024-07-24,Male,58
CUST00130,UNQ00130,284956.0,Mehsana,Rajasthan,2025-12-14,MALE,49
CUST00131,UNQ00131,,Ajmer,Karnataka,2023-09-30,MALE,32
CUST00132,UNQ00132,269907.0,Pune,Uttarakhand,2025-04-04,Male,18
CUST00133,UNQ00133,320694.0, Raiganj ,Gujarat,2023-11-23,Female,19
CUST00134,UNQ00134,196243.0,Anantapuram,Punjab,2025-11-26,Female,63
CUST00135,UNQ00135,512952.0,HAJIPUR,Chhattisgarh,2023-12-19,MALE,24
CUST00136,UNQ00136,604943.0,Gaya,Odisha,2024-03-04,Female,55
CUST00137,UNQ00137,403049.0,Bulandshahr,Tripura,2025-10-02,Male,46
CUST00138,UNQ00138,366236.0,,Meghalaya,2025-05-29,female,54
CUST00139,UNQ00139,640747.0,Jabalpur,Uttarakhand,2025-07-07,FEMALE,37
CUST00140,UNQ00140,455876.0,Rajpur Sonarpur,Assam,2025-09-14,Female,39
CUST00141,UNQ00141,800169.0,Bellary,Rajasthan,2023-11-14,Female,30
CUST00142,UNQ00142,102342.0,hyderabad,Rajasthan,2026-02-09,Female,32
CUST00143,UNQ00143,204393.0,Dehri,Tamil Nadu,2024-09-26,Male,35
CUST00144,UNQ00144,350835.0,Alappuzha,Odisha,2026-03-19,female,60
CUST00145,UNQ00145,657203.0,Barasat,Nagaland,2025-08-15,MALE,44
CUST00146,UNQ00146,409246.0,Vijayanagaram,Madhya Pradesh,2025-03-21,male,30
CUST00147,UNQ00147,829477.0,kanpur,Maharashtra,2025-02-10,Male,64
CUST00148,UNQ00148,297620.0,Silchar,Chhattisgarh,2024-03-11,male,20
CUST00149,UNQ00149,553885.0,Akola,Nagaland,2024-03-28,male,28
CUST00150,UNQ00150,238904.0,,Haryana,2025-02-27,male,25
CUST00151,UNQ00151,698263.0,Bilaspur,Tamil Nadu,2024-08-03,FEMALE,57
CUST00152,UNQ00152,436166.0,Amroha,Tripura,2025-04-24,Female,35
CUST00153,UNQ00153,325739.0,Amaravati,Jharkhand,2026-01-06,MALE,28
CUST00154,UNQ00154,574071.0,,Tamil Nadu,2026-02-15,FEMALE,22
CUST00155,UNQ00155,992086.0,Jamshedpur,Assam,2025-04-14,Male,18
CUST00156,UNQ00156,226512.0,FIROZABAD,Assam,2025-09-22,FEMALE,31
CUST00157,UNQ00157,626129.0,Bhiwani,Mizoram,2025-06-18,Female,34
CUST00158,UNQ00158,254400.0,Tadipatri,Tripura,2025-06-10,female,150
CUST00159,UNQ00159,181385.0,Ozhukarai,Haryana,2024-01-30,female,60
CUST00160,UNQ00160,656732.0,saharsa,Jharkhand,2025-04-04,FEMALE,35
CUST00161,UNQ00161,498282.0, Bijapur ,Odisha,2025-11-11,female,36
CUST00162,UNQ00162,701436.0,Dharmavaram,Karnataka,2024-03-06,male,40
CUST00163,UNQ00163,217706.0,Phagwara,Uttar Pradesh,2025-12-10,FEMALE,44
CUST00164,UNQ00164,397294.0,Pallavaram,Kerala,2026-04-25,male,20
CUST00165,UNQ00165,502909.0,Kolhapur,Andhra Pradesh,2024-07-10,male,34
CUST00166,UNQ00166,589671.0,Bijapur,Bihar,2026-01-04,male,28
CUST00167,UNQ00167,930347.0, Davanagere ,Sikkim,2025-08-13,male,47
CUST00168,UNQ00168,994243.0,Giridih,Uttar Pradesh,2025-09-29,Male,-5
CUST00169,UNQ00169,939529.0,Durg,Chhattisgarh,2025-12-05,male,38
CUST00170,UNQ00170,244473.0,Fatehpur,Nagaland,2024-08-25,female,30
CUST00171,UNQ00171,379202.0,Pimpri-Chinchwad,Arunachal Pradesh,2024-01-25,FEMALE,56
CUST00172,UNQ00172,977198.0,ambala,Bihar,2025-12-22,female,35
CUST00173,UNQ00173,472524.0,KIRARI SULEMAN NAGAR,Arunachal Pradesh,,Female,28
CUST00174,UNQ00174,533523.0,asansol,Andhra Pradesh,2023-09-21,FEMALE,50
CUST00175,UNQ00175,989095.0,,Karnataka,2026-03-20,FEMALE,120
CUST00176,UNQ00176,163376.0,Bhiwani,Madhya Pradesh,,male,24
CUST00177,UNQ00177,785106.0,Sikar,Mizoram,2024-05-07,Female,63
CUST00178,UNQ00178,902266.0,Ramgarh,Jharkhand,2025-10-09,male,47
CUST00179,UNQ00179,303356.0,Hyderabad,Goa,2025-03-10,female,39
CUST00180,UNQ00180,928362.0,Srikakulam,Mizoram,2023-09-30,female,45
CUST00181,UNQ00181,325448.0,Orai,Uttar Pradesh,2024-07-09,male,39
CUST00182,UNQ00182,797247.0,Alappuzha,Andhra Pradesh,2025-05-29,FEMALE,21
CUST00183,UNQ00183,381916.0,Kalyan-Dombivli,Odisha,2024-03-08,FEMALE,59
CUST00184,UNQ00184,501209.0,Khora ,Meghalaya,2025-08-09,MALE,42
CUST00185,UNQ00185,419581.0,Anantapuram,Mizoram,2025-09-17,male,37
CUST00186,UNQ00186,148810.0,,Karnataka,2025-09-10,Male,32
CUST00187,UNQ00187,259970.0,Loni,Haryana,2024-06-05,male,50
CUST00188,UNQ00188,478747.0,Sasaram,Madhya Pradesh,2024-09-14,male,19
CUST00189,UNQ00189,961745.0,Pallavaram,Uttarakhand,2024-07-15,female,23
CUST00190,UNQ00190,668984.0,Agartala,Arunachal Pradesh,2025-01-30,MALE,32
CUST00191,UNQ00191,155193.0,Kolhapur,Chhattisgarh,2023-09-18,male,60
CUST00192,UNQ00192,665497.0,Kozhikode,Meghalaya,2025-03-02,female,28
CUST00193,UNQ00193,107863.0,Rampur,Gujarat,2025-01-08,MALE,56
CUST00194,UNQ00194,848313.0,Shivpuri,Sikkim,2024-02-29,MALE,36
CUST00195,UNQ00195,613584.0,dehri,Karnataka,2024-03-10,female,28
CUST00196,UNQ00196,204073.0,Jamalpur,Punjab,2025-01-05,Female,41
CUST00197,UNQ00197,729792.0,Dhule,Gujarat,2024-01-27,Male,22
CUST00198,UNQ00198,119022.0,Hospet,Nagaland,2025-11-30,Female,40
CUST00199,UNQ00199,413648.0,tiruchirappalli,Goa,2024-08-05,male,64
CUST00200,UNQ00200,210070.0,Karnal,Uttar Pradesh,2023-08-12,male,55
CUST00201,UNQ00201,819268.0,,Bihar,2025-09-08,MALE,47
CUST00202,UNQ00202,336227.0,Jalna,Odisha,2024-04-22,Male,46
CUST00203,UNQ00203,333046.0,Sonipat,Rajasthan,2024-07-03,Female,39
CUST00204,UNQ00204,, Morbi ,Odisha,2023-10-20,female,44
CUST00205,UNQ00205,637854.0,Gandhidham,Tamil Nadu,2025-07-24,Male,31
CUST00206,UNQ00206,437881.0,warangal,Odisha,2023-06-13,MALE,35
CUST00207,UNQ00207,938801.0, Narasaraopet ,Andhra Pradesh,2023-07-19,MALE,38
CUST00208,UNQ00208,373342.0,Chinsurah,Madhya Pradesh,2024-02-19,Female,47
CUST00209,UNQ00209,966452.0,Asansol,Kerala,2023-11-21,female,51
CUST00210,UNQ00210,578819.0,MALDA,Andhra Pradesh,2024-07-17,FEMALE,62
CUST00211,UNQ00211,606447.0,serampore,Karnataka,2024-04-23,MALE,62
CUST00212,UNQ00212,270692.0,ahmedabad,Nagaland,2025-07-25,male,61
CUST00213,UNQ00213,836125.0,,Manipur,2025-08-02,FEMALE,51
CUST00214,UNQ00214,849086.0,Pali,Haryana,2023-12-07,male,56
CUST00215,UNQ00215,425715.0, Bilaspur ,Odisha,2024-04-30,Female,32
CUST00216,UNQ00216,805208.0,MALDA,Rajasthan,2024-12-17,male,37
CUST00217,UNQ00217,781122.0,Chandigarh,Tamil Nadu,2025-06-12,male,53
CUST00218,UNQ00218,257146.0,Khandwa,Telangana,2024-10-30,Female,150
CUST00219,UNQ00219,891490.0,Haridwar,Bihar,2024-10-07,Male,46
CUST00220,UNQ00220,605960.0,DELHI,Tamil Nadu,2023-07-13,FEMALE,32
CUST00221,UNQ00221,743122.0,Pallavaram,Tripura,2023-09-25,male,45
CUST00222,UNQ00222,584729.0,Bihar Sharif,Andhra Pradesh,2023-12-24,Male,45
CUST00223,UNQ00223,615067.0,Guna,West Bengal,2023-11-19,MALE,32
CUST00224,UNQ00224,541544.0, Kumbakonam ,Meghalaya,2023-07-05,FEMALE,39
CUST00225,UNQ00225,572831.0,Firozabad,Punjab,2024-09-03,female,33
CUST00226,UNQ00226,415876.0, Maheshtala ,Andhra Pradesh,2024-04-25,Male,36
CUST00227,UNQ00227,644670.0,CHANDRAPUR,Arunachal Pradesh,2024-01-11,FEMALE,24
CUST00228,UNQ00228,147783.0,Kolkata,Himachal Pradesh,2024-06-03,Female,38
CUST00229,UNQ00229,727216.0,Shimla,Kerala,2025-02-10,Female,28
CUST00230,UNQ00230,463166.0,Kozhikode,Andhra Pradesh,2023-09-10,male,40
CUST00231,UNQ00231,728010.0,Sri Ganganagar,Nagaland,,FEMALE,20
CUST00232,UNQ00232,977036.0,JAMNAGAR,West Bengal,2025-08-05,Female,57
CUST00233,UNQ00233,921659.0,MADHYAMGRAM,Odisha,2024-05-21,MALE,22
CUST00234,UNQ00234,452036.0,Erode,Arunachal Pradesh,2024-04-12,male,35
CUST00235,UNQ00235,590221.0,khandwa,West Bengal,2024-10-08,male,38
CUST00236,UNQ00236,714400.0,Bijapur,Sikkim,2024-12-17,Female,30
CUST00237,UNQ00237,552370.0, Morbi ,Kerala,2025-02-17,Female,64
CUST00238,UNQ00238,502852.0,Kochi,Rajasthan,2024-05-26,female,33
CUST00239,UNQ00239,368371.0,Aizawl,Tripura,2023-11-30,FEMALE,42
CUST00240,UNQ00240,393306.0,Kulti,Uttarakhand,2024-03-20,MALE,34
CUST00241,UNQ00241,573935.0,secunderabad,Manipur,2025-12-26,male,31
CUST00242,UNQ00242,100613.0,Hajipur,Kerala,2024-03-18,FEMALE,65
CUST00243,UNQ00243,868104.0,Kakinada,Kerala,2026-05-15,Male,48
CUST00244,UNQ00244,677598.0, Ambala ,Nagaland,2025-07-17,MALE,22
CUST00245,UNQ00245,545168.0, Delhi ,Maharashtra,2023-08-15,MALE,23
CUST00246,UNQ00246,689383.0,Bhusawal,Himachal Pradesh,2025-07-07,MALE,47
CUST00247,UNQ00247,123584.0,Karnal,Tripura,2025-06-02,MALE,44
CUST00248,UNQ00248,800422.0,Anantapur,Manipur,2024-05-20,female,60
CUST00249,UNQ00249,395874.0,Patiala,Goa,2024-04-02,Female,49
CUST00250,UNQ00250,291956.0,jabalpur,Nagaland,2026-01-27,Female,58
CUST00251,UNQ00251,899903.0,Mehsana,Uttarakhand,2024-09-02,FEMALE,35
CUST00252,UNQ00252,554997.0,Jaipur,Manipur,2024-11-20,Male,54
CUST00253,UNQ00253,562579.0,Maheshtala,Mizoram,2024-12-07,Male,60
CUST00254,UNQ00254,999267.0,Durg,Himachal Pradesh,2025-06-15,Male,31
CUST00255,UNQ00255,216203.0,Loni,Chhattisgarh,2024-11-11,male,59
CUST00256,UNQ00256,707182.0,Kochi,Goa,2024-10-16,MALE,50
CUST00257,UNQ00257,306291.0,Bhilai,Manipur,2025-10-20,Male,30
CUST00258,UNQ00258,938153.0,Rampur,Assam,2025-07-13,MALE,29
CUST00259,UNQ00259,561706.0,North Dumdum,Odisha,2023-07-19,Male,59
CUST00260,UNQ00260,912478.0,Ongole,Uttar Pradesh,2023-11-23,FEMALE,32
CUST00261,UNQ00261,167889.0,GANDHINAGAR,Andhra Pradesh,2024-04-16,Male,43
CUST00262,UNQ00262,773806.0,Anantapuram,Karnataka,2025-12-25,Female,24
CUST00263,UNQ00263,728450.0,,Uttarakhand,2023-08-30,MALE,37
CUST00264,UNQ00264,636909.0, Jaipur ,Nagaland,2024-07-22,MALE,27
CUST00265,UNQ00265,126954.0,Ghaziabad,Manipur,2023-11-28,Female,59
CUST00266,UNQ00266,111487.0,Amritsar,Telangana,2025-10-06,FEMALE,25
CUST00267,UNQ00267,302414.0,bikaner,Haryana,2024-06-12,Male,35
CUST00268,UNQ00268,309295.0,ahmednagar,Odisha,2026-02-26,MALE,42
CUST00269,UNQ00269,216625.0, Hospet ,Uttar Pradesh,2024-07-06,Male,43
CUST00270,UNQ00270,330649.0,Loni,West Bengal,2026-05-12,MALE,57
CUST00271,UNQ00271,216392.0,Ramgarh,Haryana,2024-05-03,MALE,150
CUST00272,UNQ00272,873251.0,Korba,Sikkim,2025-12-04,FEMALE,62
CUST00273,UNQ00273,960334.0,Kishanganj,Karnataka,2025-04-02,male,37
CUST00274,UNQ00274,432836.0,Sonipat,Kerala,2025-10-05,FEMALE,47
CUST00275,UNQ00275,103795.0,Surendranagar Dudhrej,Tamil Nadu,2025-05-10,FEMALE,36
CUST00276,UNQ00276,513664.0,Jaipur,Maharashtra,2025-01-08,female,22
CUST00277,UNQ00277,188496.0,Kirari Suleman Nagar,Haryana,2024-12-16,MALE,25
CUST00278,UNQ00278,452812.0,MUZAFFARPUR,Himachal Pradesh,2026-04-15,female,31
CUST00279,UNQ00279,671993.0,Bardhaman,Tripura,2026-02-12,MALE,48
CUST00280,UNQ00280,846291.0,kharagpur,Chhattisgarh,2023-07-16,FEMALE,26
CUST00281,UNQ00281,134770.0,nagercoil,Andhra Pradesh,2025-09-02,FEMALE,40
CUST00282,UNQ00282,283986.0, Kavali ,Gujarat,2024-12-08,Male,63
CUST00283,UNQ00283,532688.0,Saharanpur,Karnataka,2024-02-16,male,51
CUST00284,UNQ00284,297509.0, Rewa ,Chhattisgarh,2025-10-23,Male,62
CUST00285,UNQ00285,402606.0,Silchar,Haryana,2025-08-15,Female,35
CUST00286,UNQ00286,624825.0,Jammu,Assam,2024-07-11,male,29
CUST00287,UNQ00287,329293.0,nagaon,Mizoram,2026-03-11,male,51
CUST00288,UNQ00288,290676.0,bettiah,Telangana,2026-04-24,Male,55
CUST00289,UNQ00289,594136.0,Shimla,Uttar Pradesh,2026-03-03,MALE,47
CUST00290,UNQ00290,765666.0,khora ,Sikkim,2025-05-20,male,35
CUST00291,UNQ00291,186119.0,ghaziabad,Himachal Pradesh,2025-12-25,Female,19
CUST00292,UNQ00292,861418.0,Kharagpur,Chhattisgarh,2025-03-23,Female,38
CUST00293,UNQ00293,585942.0,arrah,Kerala,2026-04-22,Male,41
CUST00294,UNQ00294,791020.0,Madurai,Rajasthan,2024-02-24,Female,44
CUST00295,UNQ00295,156323.0,Gandhinagar,Himachal Pradesh,2023-05-30,male,21
CUST00296,UNQ00296,172857.0, Gorakhpur ,Sikkim,2024-06-17,male,42
CUST00297,UNQ00297,616872.0,Rajkot,Jharkhand,2026-04-12,FEMALE,19
CUST00298,UNQ00298,634232.0,New Delhi,Telangana,2025-05-02,FEMALE,27
CUST00299,UNQ00299,821885.0,Berhampore,Assam,2025-10-13,Female,26
CUST00300,UNQ00300,966733.0,Gopalpur,Rajasthan,2025-10-25,MALE,28
CUST00301,UNQ00301,628540.0,Miryalaguda,Himachal Pradesh,2025-06-02,female,31
CUST00302,UNQ00302,804228.0,dibrugarh,Tripura,2026-03-19,FEMALE,25
CUST00303,UNQ00303,416139.0,MIRZAPUR,Punjab,2025-12-14,FEMALE,52
CUST00304,UNQ00304,,RATLAM,Uttar Pradesh,2025-05-04,MALE,54
CUST00305,UNQ00305,790895.0,JAUNPUR,Uttarakhand,2023-11-20,male,39
CUST00306,UNQ00306,121158.0,Burhanpur,Odisha,2023-12-30,female,18
CUST00307,UNQ00307,682779.0,Nadiad,Himachal Pradesh,2024-06-22,Male,61
CUST00308,UNQ00308,442684.0,Vellore,Punjab,2025-08-12,FEMALE,64
CUST00309,UNQ00309,905494.0,JEHANABAD,Mizoram,2025-04-13,Female,47
CUST00310,UNQ00310,211350.0,karnal,Sikkim,2024-09-19,male,44
CUST00311,UNQ00311,764260.0,Begusarai,Jharkhand,2023-06-02,Male,61
CUST00312,UNQ00312,172623.0, Mangalore ,Uttarakhand,2023-11-14,Female,18
CUST00313,UNQ00313,755916.0,Shimoga,Goa,2025-03-23,MALE,52
CUST00314,UNQ00314,436048.0,Udaipur,Tripura,,FEMALE,28
CUST00315,UNQ00315,340318.0,Bokaro,West Bengal,2023-09-07,Female,38
CUST00316,UNQ00316,278000.0,Karimnagar,Madhya Pradesh,2025-08-28,male,37
CUST00317,UNQ00317,266004.0,Kumbakonam,Haryana,2025-07-23,Female,-5
CUST00318,UNQ00318,994751.0,AIZAWL,Gujarat,2024-04-15,FEMALE,23
CUST00319,UNQ00319,659341.0,Erode,Karnataka,2025-11-11,Male,41
CUST00320,UNQ00320,471158.0,Tiruchirappalli,Goa,2025-03-03,female,55
CUST00321,UNQ00321,,Ahmedabad,Uttar Pradesh,2024-06-14,male,150
CUST00322,UNQ00322,894520.0,Bhiwani,Tamil Nadu,2024-07-09,Male,34
