geolocation_zip_code,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
899790,17.343168,91.152322,Bhatpara,Rajasthan
331212,17.132911,69.744045,Jammu,Maharashtra
547675,33.996379,72.626472,UDAIPUR,Madhya Pradesh
516081,28.504133,88.212545,rajkot,Uttar Pradesh
150526,29.360264,70.948832,Etawah,Karnataka
334041,9.084617,74.365403,,Arunachal Pradesh
963339,19.659185,86.905274,Tezpur,Karnataka
255212,19.398711,93.511137,Bikaner,Assam
524246,25.003282,88.107111,Farrukhabad,Sikkim
264220,11.889391,83.627031,Jalandhar,Punjab
853577,23.210282,93.566126,ozhukarai,Manipur
141324,12.047256,86.655487,Rampur,Tamil Nadu
467836,24.236652,95.254528,Tezpur,Himachal Pradesh
154161,33.365989,88.880465,GUNTAKAL,Assam
773342,23.097229,70.370991,Miryalaguda,Uttar Pradesh
786435,20.777462,90.341379,Vadodara,Sikkim
503072,30.555173,82.478104,Orai,Punjab
809117,19.154353,74.715323,Rohtak,Nagaland
408277,31.688,77.561426,MUZAFFARNAGAR,Jharkhand
301396,13.421395,94.611995,Gaya,West Bengal
938230,15.563701,87.858052,Nellore,Kerala
202240,34.915963,85.031781,Udaipur,Rajasthan
242290,18.737642,87.502696, Srikakulam ,Odisha
448392,34.053418,81.058539,Howrah,Odisha
843582,24.685289,89.801199,Ratlam,Haryana
343229,26.1337,75.097484,Serampore,Gujarat
797285,15.049726,85.262788,Karnal,Himachal Pradesh
775962,26.324541,86.988061,Nanded,Himachal Pradesh
669089,18.527021,85.846932,BAHRAICH,Kerala
924881,32.119686,81.370349,hubli–dharwad,Gujarat
9999999,14.716648,89.204893,Avadi,Manipur
101774,19.066207,81.887757,Nangloi Jat,Meghalaya
592984,29.751964,95.867684, Patna ,Tamil Nadu
459841,36.014151,69.868576,Bhavnagar,Rajasthan
230163,24.678602,89.401476,,Himachal Pradesh
150579,9.487863,76.851194,Warangal,Tamil Nadu
539807,16.582557,74.562847,Loni,Himachal Pradesh
466193,27.067298,75.164633,Tirupati,Manipur
431485,11.74693,79.945823,mirzapur,Mizoram
851914,11.667478,82.413959,Kamarhati,Haryana
121618,24.757744,89.10143,Gulbarga,Nagaland
631757,11.641761,72.61556,Uluberia,Telangana
477056,10.201952,77.461182,hindupur,Assam
480777,10.974336,83.882512,Bongaigaon,Sikkim
554650,11.608245,68.230214,Unnao,Uttar Pradesh
285566,16.854879,74.755691,Katihar,Uttar Pradesh
685737,10.473592,69.481147,Bally,Telangana
600172,26.106062,82.048501,Mehsana,Rajasthan
154370,14.611075,91.635052,jorhat,Andhra Pradesh
551105,30.322707,95.132381,Adoni,Tripura
679839,24.916024,77.389665,Berhampore,Gujarat
645831,14.095687,70.85182,Bharatpur,Odisha
449412,26.580518,90.538734,Bettiah,Nagaland
570359,26.719047,91.998928, Narasaraopet ,Bihar
325025,30.236863,76.362908,Bangalore,Maharashtra
967988,24.61989,78.313137,Farrukhabad,Uttar Pradesh
221812,10.034227,95.233951,BERHAMPUR,Nagaland
413320,22.408568,72.591019,BETTIAH,Bihar
157002,36.828682,75.023495, Bhilai ,Chhattisgarh
644075,19.325098,88.569974, Barasat ,Jharkhand
319146,12.178756,69.237478,TIRUCHIRAPPALLI,Manipur
578106,17.151113,90.636579,Begusarai,Madhya Pradesh
392383,10.015875,73.103098,Faridabad,Uttar Pradesh
517859,12.46859,81.124183,Madhyamgram,Tamil Nadu
626692,21.97262,96.207407,Pondicherry,Bihar
431247,14.411668,91.469856,Mango,Telangana
787381,19.316304,70.94686,Panchkula,Jharkhand
787205,31.724545,86.644384,gurgaon,Tamil Nadu
685200,28.657613,94.263182,udupi,Manipur
392972,20.480796,75.379599,COIMBATORE,Arunachal Pradesh
135482,15.109761,77.771096,Loni,Punjab
582634,14.608946,92.724443,Malegaon,Himachal Pradesh
139492,31.388232,88.890835,Junagadh,Assam
591487,18.421247,96.623593,Bettiah,Chhattisgarh
736295,15.646438,75.205684,Siwan,Tamil Nadu
816280,33.210797,75.248705,Tezpur,Odisha
792986,32.538343,93.069342,KATIHAR,Gujarat
664358,28.443218,73.874307,Chandrapur,Haryana
647654,28.369379,86.247522,Thoothukudi,Jharkhand
461606,11.148005,68.328249,bhatpara,Himachal Pradesh
576503,10.135053,73.159209,Serampore,Uttar Pradesh
434271,33.55757,77.194431,Unnao,Rajasthan
525734,24.530697,69.82915,Dindigul,Punjab
891351,34.479235,85.540292,Kottayam,West Bengal
321655,20.519497,84.415448,Asansol,Madhya Pradesh
263403,15.104071,89.622194,ahmednagar,Kerala
588924,24.867307,74.538552,Tezpur,Rajasthan
571674,31.644379,69.61305, Morbi ,Odisha
944598,25.430041,83.070537,Phusro,Manipur
451424,27.324229,93.692552,Bulandshahr,Goa
917868,14.181648,78.12092,,Manipur
333803,24.128957,68.666708,Bhatpara,Chhattisgarh
682829,24.184196,92.251469,,Haryana
304044,21.994197,74.087652,Thrissur,Himachal Pradesh
164504,20.51146,89.52677,Srinagar,Chhattisgarh
676048,20.719118,69.469639,Nagaon,Assam
265123,28.642941,86.271504,Ramgarh,Odisha
682846,28.216401,81.000304,Sonipat,Meghalaya
419062,11.650903,88.023707,Singrauli,Himachal Pradesh
627322,33.006755,83.293928, Meerut ,Punjab
812057,10.571052,95.202536,,Jharkhand
556075,33.42697,71.279243,Nanded,Mizoram
654949,33.038788,94.685364,Bilaspur,Goa
9999999,25.270978,84.125993,Mehsana,Karnataka
696507,19.373456,83.896103, Ajmer ,Tripura
775942,28.531199,79.343251,Bangalore,Odisha
693490,27.261475,79.685928,Sasaram,Rajasthan
742204,35.38479,83.884843,KHARAGPUR,Haryana
635924,21.188637,89.533247,tiruppur,Assam
9999999,22.810141,75.946881,BHIMAVARAM,Uttarakhand
864786,26.971587,89.266053,Chittoor,Uttarakhand
869134,13.018595,84.45727,Hosur,Bihar
241216,35.881929,83.056077,Karimnagar,Madhya Pradesh
313778,23.300722,73.815942,Jhansi,Telangana
532454,31.598689,91.643954,Loni,Telangana
309324,34.643518,75.724804,Tezpur,West Bengal
566844,8.497769,74.841702,Etawah,Maharashtra
731406,23.652284,80.03653,nizamabad,Nagaland
319833,15.784349,92.450947,Loni,Kerala
486895,30.141944,95.548754,Vasai-Virar,Tamil Nadu
123636,35.257278,81.719806,Kollam,Punjab
529704,28.761005,85.823858,KARIMNAGAR,Karnataka
106069,34.264344,80.435592,Aurangabad,Nagaland
131557,28.20332,85.73755,Sasaram,Maharashtra
136868,14.314069,93.159726,Nadiad,Uttar Pradesh
304373,33.482629,94.585808,Jalna,Bihar
852368,36.794636,85.445385,Munger,Odisha
788836,32.172814,93.325779,Farrukhabad,Madhya Pradesh
759448,13.698298,93.352299,Gudivada,Chhattisgarh
241366,9.310552,74.073456,Tinsukia,Arunachal Pradesh
121808,15.725297,84.370448,Chennai,Jharkhand
183486,17.025399,69.546615,Thiruvananthapuram,Manipur
515830,19.954911,91.101832,Ulhasnagar,Haryana
140847,30.596706,78.577504,Sagar,Manipur
894397,15.231813,76.677829,,Kerala
357657,10.570061,89.264922,Mira-Bhayandar,Mizoram
0,24.386546,90.724217,,Haryana
875680,8.331477,80.75752,ambattur,West Bengal
498531,33.622262,89.469062,Sultan Pur Majra,Sikkim
422831,14.007578,76.192514,Panchkula,Rajasthan
520236,10.544934,88.304849,Gorakhpur,Maharashtra
171522,17.552453,68.895739,Tadipatri,Goa
125035,35.133709,83.328726,Nandyal,Arunachal Pradesh
815753,17.304567,81.96196,Jamshedpur,Jharkhand
693813,20.110936,71.264586,Durg,Nagaland
222440,36.797403,78.656031,Gaya,Mizoram
989845,21.822227,73.645142,Tadipatri,Uttarakhand
886896,28.723905,88.837857,Bhavnagar,Karnataka
164916,33.848461,83.630224,Vellore,Mizoram
660867,25.840648,69.989424,Guwahati,Rajasthan
723358,15.693795,74.086176, Uluberia ,Mizoram
918220,27.402969,76.953305,Aligarh,Uttarakhand
198149,14.797118,72.731088,karnal,Sikkim
-100,14.469689,90.206436,raiganj,Odisha
545641,28.847947,68.377963,BELLARY,Uttar Pradesh
836188,21.699158,93.571886,BIKANER,Assam
100932,22.709488,88.669335,Bhusawal,Assam
116042,11.048316,84.751476,Bilaspur,Arunachal Pradesh
868155,21.701486,72.642626,Madhyamgram,Karnataka
792319,17.149458,96.717577,Bhusawal,Gujarat
347773,13.816422,94.977796,Indore,West Bengal
641045,12.130045,81.371846,Thoothukudi,Goa
540691,32.119351,68.661654,Burhanpur,Andhra Pradesh
992799,13.299653,89.99957,Baranagar,Odisha
366967,28.777632,88.852667,Thane,Punjab
256585,31.837849,90.674033,,Madhya Pradesh
866174,32.411866,72.970076,ballia,Tamil Nadu
848873,9.229241,85.568895,Ulhasnagar,Karnataka
465193,13.772057,70.322184,Amravati,Assam
821685,15.176588,93.533524,jamnagar,Andhra Pradesh
120452,34.236638,70.854343,BHAVNAGAR,Goa
427170,25.065657,82.525143,Aligarh,Chhattisgarh
601542,15.309126,96.469728,Adoni,Maharashtra
704743,28.678749,71.216675,,Manipur
265950,20.405043,89.804116,Vijayanagaram,Gujarat
301759,36.202347,80.490899,Ghaziabad,Manipur
972446,21.697537,81.140519,Howrah,Jharkhand
480686,27.515558,72.095523,Erode,Rajasthan
862179,29.691155,79.527342,Kurnool,Karnataka
479270,30.315404,76.046306,thanjavur,Odisha
498650,15.960333,74.475656,Malda,Tripura
227137,29.73439,96.317709,Gurgaon,Telangana
313517,9.112102,79.682251, Anand ,Tripura
311736,29.708189,84.417371,Secunderabad,Himachal Pradesh
135845,23.040782,89.818364, Sangli-Miraj & Kupwad ,Punjab
548472,33.592143,71.147374,Bharatpur,Arunachal Pradesh
878755,12.97084,81.806455,Unnao,Nagaland
477659,25.792843,80.302794, Faridabad ,Tamil Nadu
807683,28.072764,72.928308,Hubli–Dharwad,Sikkim
205599,30.767059,91.329204,Ramgarh,Manipur
163562,27.751868,82.116472,Ghaziabad,Goa
562082,12.97866,96.110472,Moradabad,Nagaland
389244,29.555931,71.568629,Nizamabad,Madhya Pradesh
167779,28.486538,71.704584,Ichalkaranji,Karnataka
522813,25.933188,82.374563,barasat,Chhattisgarh
958694,16.990814,93.464419,Chandrapur,Bihar
505542,36.030521,77.137779,Surendranagar Dudhrej,Goa
351229,28.452071,89.688237,Tezpur,Chhattisgarh
496236,17.875176,81.982913,bulandshahr,Jharkhand
599175,30.480047,72.186044,Pallavaram,Tripura
760400,35.754084,70.776778,Fatehpur,Mizoram
862354,14.759978,91.426052,Tiruppur,Karnataka
743232,36.20317,83.49007,Muzaffarpur,Jharkhand
134261,10.421593,84.983167,Nagercoil,Haryana
877427,24.834123,87.25738,Bulandshahr,Tamil Nadu
684821,16.510903,76.195682,Gandhinagar,Odisha
124426,19.034444,84.297644,Phagwara,Sikkim
770295,19.948981,75.995671,Mumbai,Kerala
408878,30.106885,79.303874, Srikakulam ,Tamil Nadu
132838,34.872881,83.444814, Jodhpur ,Nagaland
760988,12.497149,83.826641,Jorhat,Himachal Pradesh
846770,12.701489,85.217432,Gandhinagar,Goa
955778,16.427298,82.946182,Avadi,Odisha
262262,17.998925,92.531109,Ajmer,Arunachal Pradesh
395909,35.608624,69.511419,Erode,Uttar Pradesh
725449,14.418993,75.411524,Warangal,Rajasthan
625218,28.536194,95.389784,Sonipat,Karnataka
684585,28.877238,79.946558,Maheshtala,Meghalaya
923168,13.033082,82.217477,Muzaffarnagar,Gujarat
162903,21.876926,88.37324,Bhubaneswar,Uttarakhand
250811,22.454085,82.687152,bellary,Rajasthan
682172,31.938978,76.646631,Kolkata,Uttarakhand
947444,25.406038,74.820661,karaikudi,Arunachal Pradesh
929738,10.878174,92.426635,Kochi,Sikkim
498215,31.524213,90.175047,Sambalpur,West Bengal
449719,12.689024,84.695269,,Tripura
724375,17.529432,80.938411,Satara,Assam
833217,16.102923,84.852254,Saharanpur,Haryana
507480,33.181725,79.955521,,Karnataka
227588,30.060181,79.827978, Kavali ,Kerala
461293,29.941058,90.764453,Udaipur,Maharashtra
371704,33.775252,68.630258,Thrissur,Haryana
108164,29.979948,80.872325,Sonipat,Andhra Pradesh
175014,30.034179,93.982077,Purnia,Haryana
296452,12.854277,75.35886,Nandyal,Tamil Nadu
530787,8.783847,72.829168,Visakhapatnam,Maharashtra
172894,16.453914,93.580534,karaikudi,Mizoram
514275,19.517396,69.910476,Bangalore,West Bengal
859803,27.405805,96.42461,Jamshedpur,Maharashtra
630942,8.081411,82.114936,bareilly,Chhattisgarh
572026,27.68537,90.820612,Ajmer,Tripura
563085,11.671784,77.362223, Etawah ,Himachal Pradesh
449253,16.811777,83.981505,ranchi,Mizoram
339666,15.285583,71.090058,Jaunpur,Goa
131437,21.942041,69.985192,Hyderabad,Jharkhand
195756,9.876353,85.718872,Raebareli,Manipur
826397,30.387078,85.92018,jodhpur,Nagaland
918913,15.689862,77.47432,Bijapur,Kerala
983029,21.091678,75.826912,Bhavnagar,Himachal Pradesh
286640,19.955279,91.45475,Bhiwandi,Andhra Pradesh
344128,22.749239,84.639734,Warangal,Chhattisgarh
447041,33.72928,80.202645, Salem ,Chhattisgarh
618782,15.360528,93.62212,Firozabad,Kerala
902863,26.752005,79.183856,Aurangabad,Nagaland
746406,26.925863,78.109706,Ranchi,Jharkhand
741145,35.927077,74.044486,Salem,Meghalaya
285542,25.57116,71.100466,Pune,Kerala
106383,11.925973,89.845704,Parbhani,Karnataka
9999999,12.164367,74.929235,Bhalswa Jahangir Pur,Tamil Nadu
259045,13.863995,71.596538,Gangtok,Punjab
341475,19.521248,89.39242,Naihati,Mizoram
100380,19.287726,90.326342,Narasaraopet,Uttarakhand
185522,21.790258,84.873477,Ambattur,West Bengal
540167,25.807148,83.827441,Bhiwani,Himachal Pradesh
195463,14.394729,83.413682,Visakhapatnam,West Bengal
748281,27.18987,89.389852,Panchkula,Meghalaya
834021,8.426733,86.885365,Raebareli,Nagaland
659364,35.05294,89.761435,Jhansi,Mizoram
653498,33.863436,78.280392,Fatehpur,Arunachal Pradesh
997295,10.737329,76.676803,GANDHIDHAM,Meghalaya
528610,19.482797,75.3882,Surendranagar Dudhrej,Jharkhand
705302,8.573335,91.361522,SONIPAT,Nagaland
498125,31.309578,80.418845,Ballia,Manipur
511645,14.022015,84.993776,Coimbatore,Himachal Pradesh
645144,25.359695,89.397037,ONGOLE,Tripura
872015,24.514639,73.553353,Bangalore,Telangana
302796,27.896056,91.487334,anantapuram,Mizoram
498487,27.755122,94.82997,Ambattur,Manipur
795869,18.031254,73.346047,Rajkot,Arunachal Pradesh
803243,31.245153,82.298954,Kakinada,Odisha
415095,16.683714,92.928738,Mirzapur,Arunachal Pradesh
133222,30.552008,88.366562,AGARTALA,Goa
170445,26.540098,78.739128,BIDAR,Odisha
977272,12.560539,84.784617,Malda,Goa
637322,27.192551,86.202807,Shimla,Manipur
964852,26.052773,82.587183,Kalyan-Dombivli,Andhra Pradesh
524762,30.084797,75.817876,KURNOOL,Andhra Pradesh
680683,31.825381,96.159591,Unnao,Jharkhand
724585,23.814043,90.358779,kollam,Gujarat
206666,15.17694,, Mathura ,Tripura
581294,21.660894,77.65174,Akola,Maharashtra
204106,25.009388,89.65497,Sambhal,Uttarakhand
266417,35.865122,91.23121,Durgapur,Mizoram
220828,16.646389,86.962029, Nagpur ,Gujarat
160274,36.857322,-999.0,Ghaziabad,Jharkhand
578459,9.867902,84.984582,Jalna,Telangana
521902,8.157489,69.913839,BAHRAICH,Goa
563211,15.593915,91.806597,Unnao,Mizoram
486427,23.681197,87.398319,Muzaffarnagar,Assam
344727,35.901256,77.240117,Tiruchirappalli,West Bengal
636026,35.085022,87.929169,Ballia,Madhya Pradesh
956507,26.814883,72.385472,Cuttack,Jharkhand
466809,13.131942,79.574145,firozabad,Madhya Pradesh
263266,29.434795,85.700505,Bhavnagar,Gujarat
703967,20.163592,95.958362,AIZAWL,Telangana
756963,33.369024,79.91485,Farrukhabad,Karnataka
732240,19.88513,92.990796,Ghaziabad,Uttar Pradesh
895543,28.834259,70.932868,Tirunelveli,Andhra Pradesh
942853,16.497178,69.623169,Guntur,Haryana
741238,26.269226,77.868869,Howrah,Gujarat
497532,8.372074,96.989314,Dhanbad,Goa
399594,20.139756,92.664082,BAREILLY,Telangana
155967,12.644628,89.529017,Kulti,Madhya Pradesh
697148,34.659304,80.788174,FATEHPUR,Mizoram
663193,9.312246,70.244264,Motihari,Odisha
511751,36.329137,82.200899,Panchkula,West Bengal
477909,23.649968,74.311888,,Sikkim
627002,10.555122,92.705906,Parbhani,Uttarakhand
358723,20.527071,88.221109,NAVI MUMBAI,West Bengal
884690,9.034836,96.599766,Gwalior,Chhattisgarh
300623,32.717656,86.736479,vijayanagaram,Jharkhand
717758,16.899122,91.793281,Medininagar,Andhra Pradesh
806956,12.361127,75.034008,Tiruvottiyur,Sikkim
796187,27.993564,73.260448,Jorhat,Maharashtra
535570,26.351187,85.617149,Buxar,Kerala
404634,24.654303,74.100951,Narasaraopet,Sikkim
636149,16.736152,70.06667,Naihati,Punjab
689212,9.981896,92.282418,Mumbai,Bihar
836963,23.753057,85.134568,buxar,Bihar
409149,11.133303,77.733817, Siwan ,West Bengal
833297,35.619549,74.87948,Chennai,Rajasthan
194926,19.687849,86.601503,Bhatpara,Punjab
133995,35.741388,87.704121,Ambala,Mizoram
556496,35.097449,83.326871,Panihati,Tripura
649392,17.956297,75.897155,Nadiad,Sikkim
186257,34.33697,74.271771,Ratlam,Tripura
932960,12.089432,82.77281,Burhanpur,Mizoram
705822,14.547298,79.399501,Kulti,Haryana
932444,12.930391,78.130469,Meerut,Haryana
985394,34.813952,87.778454,,Tripura
163552,9.563721,80.913657,Belgaum,Assam
539186,21.588063,80.586016,KOZHIKODE,Bihar
895560,27.648451,83.992449,RAMAGUNDAM,Chhattisgarh
692884,23.954708,87.360148,Rajahmundry,Goa
159910,33.16615,87.217823,Allahabad,Maharashtra
150397,16.112984,91.221646,Narasaraopet,Manipur
353873,22.380999,76.336817,Gangtok,Manipur
915153,9.05727,75.541042,Madhyamgram,Uttarakhand
822080,15.208143,78.646933,Anantapur,Odisha
396381,17.330291,78.529368,Orai,Jharkhand
528214,24.083029,77.039627,Aurangabad,Rajasthan
615074,33.320528,69.582439,Chandigarh,Assam
526774,8.448444,75.41449,khora ,Kerala
332248,31.322313,86.380754,Serampore,Meghalaya
722455,30.218515,94.389655,Pune,West Bengal
863333,30.901003,74.302118,Thanjavur,Jharkhand
742263,29.597754,80.80355,Amritsar,Tamil Nadu
766702,9.013086,77.998466,Panvel,Uttarakhand
176039,13.854737,83.358145,Hapur,Haryana
706790,17.89706,78.911849,bikaner,Meghalaya
414450,33.494814,90.609084,Jodhpur,Nagaland
876065,22.362435,77.062464,Shimla,Sikkim
525284,35.83649,80.637768,Kishanganj,Haryana
0,28.534583,75.4961,Kurnool,Tripura
352277,29.886223,71.870365,TINSUKIA,Goa
355343,12.646663,88.035007,SATNA,Nagaland
137732,20.603277,70.952157,AHMEDABAD,Assam
956591,35.519078,82.865214,Proddatur,Himachal Pradesh
853630,32.052243,85.71124,Kozhikode,Rajasthan
588544,8.489178,96.085637,Junagadh,Assam
790925,25.462517,68.515687,kochi,Uttarakhand
728874,8.35819,89.451006,Bilaspur,Tamil Nadu
936085,21.779791,72.406002,Morena,Karnataka
316492,28.069637,92.505462,Kalyan-Dombivli,Karnataka
562731,36.806915,86.844639,Rajahmundry,Telangana
160297,35.448118,79.00923,Amaravati,Chhattisgarh
732792,23.728873,80.693517,Bhavnagar,Uttar Pradesh
692406,21.416154,81.972109,Sangli-Miraj & Kupwad,Uttarakhand
486372,12.079328,88.279101,HAPUR,Odisha
452104,17.617788,76.459251,Gwalior,Gujarat
413785,21.18057,84.927556,Adoni,Rajasthan
159709,15.120303,93.286812,Solapur,Jharkhand
702303,24.927337,78.807331,Kolkata,Assam
632289,10.507831,74.436852,kamarhati,Uttar Pradesh
428471,20.60656,77.749833,sambhal,Madhya Pradesh
458364,31.770371,84.879049,ludhiana,Chhattisgarh
595175,31.881429,89.629791,Bhopal,Jharkhand
791958,15.554585,83.084354,Orai,Himachal Pradesh
803619,13.912153,70.100058,Amravati,Madhya Pradesh
107092,31.570577,87.847758, Baranagar ,Assam
144420,26.896487,94.925395,Muzaffarnagar,Arunachal Pradesh
420513,8.060755,69.834232,Nagaon,Tamil Nadu
909438,12.926617,73.753289,Vijayanagaram,Uttarakhand
274475,28.642509,79.811565,Panihati,Gujarat
592692,21.553458,76.162722,Amritsar,Sikkim
489763,18.579235,90.685126,Hapur,Tripura
393778,30.365055,75.75356,Maheshtala,Odisha
207305,18.931572,92.772892,Secunderabad,Rajasthan
824898,16.727634,83.114895,Hindupur,Gujarat
961823,35.925118,69.007161,Gopalpur,Tamil Nadu
954129,33.428835,86.373581,Madanapalle,Chhattisgarh
497619,35.057028,88.378242,Agartala,Tamil Nadu
540279,22.026019,79.060386,,Haryana
137279,36.106822,93.458066,Tirunelveli,Rajasthan
424007,30.06708,69.157078,Giridih,Sikkim
562632,16.828902,85.056739,Gandhinagar,Meghalaya
382099,24.610507,76.720146,Mira-Bhayandar,Odisha
459383,33.643845,76.251938,New Delhi,Telangana
825807,21.635207,77.612594,KOLHAPUR,Sikkim
339456,16.835821,85.256732,kollam,Manipur
772259,33.386818,96.814639,Ramagundam,Telangana
128309,200.0,78.964887,Aurangabad,Sikkim
483059,10.598719,94.065949,Dehradun,Andhra Pradesh
571204,12.204323,80.942293,Madurai,Punjab
784308,24.758202,95.531601,Jalgaon,Arunachal Pradesh
266406,23.518416,79.199976,Khora ,Rajasthan
805747,33.667681,74.896079,allahabad,Tamil Nadu
574228,28.543632,95.82082,Kottayam,Himachal Pradesh
406066,14.698521,92.784699,Durg,Chhattisgarh
414818,13.021652,88.076411,Khammam,Goa
689995,9.972381,81.253452,Orai,Chhattisgarh
811959,13.837748,94.888893,Bangalore,Nagaland
610583,28.819918,92.013658,Unnao,Maharashtra
105064,36.175507,73.143995,Junagadh,Kerala
487518,32.364582,87.961869,Chennai,Karnataka
384413,24.893188,75.895043,Patna,Gujarat
893563,19.299581,96.787109,Bhiwandi,Tripura
334191,34.249188,91.614652,Karimnagar,Assam
448820,24.575569,87.755921,Kumbakonam,Chhattisgarh
939699,36.748611,85.839293,Madanapalle,Assam
715180,14.818677,76.687208,Alwar,Rajasthan
836835,24.683705,90.547007,Bhilai,Tamil Nadu
687464,34.213086,71.483663,Khammam,Madhya Pradesh
231933,21.273563,85.682724, Aurangabad ,Chhattisgarh
